id,title,body,tagname_list,author.id,added_at
6874,Economics or Chemistry,"<p>I'm really confused right now.
My current subjects are: Economics, Physics, Chemistry and Maths</p>
<p>The career path i am interested in are Architecture and Finance.</p>
<p>To get into a good architecture school. I was thinking of dropping either chemistry or economics for art and design (for AS)
I don't know which i should keep and is economics helpful for finance? Which subject combination is preferable? and much more better in the future?</p>
<p>Please get rid of my confusion :c</p>",finance emergency economics confused architect chemistry,3901,2014-10-05 14:47:37.419927
6751,How much money can I earn making video games?,<p>I love games and gamers! I am thinking very seriously about getting into the video game industry and I am definitely going to go to college. I know it is really popular and competitive and I am going to work hard and look around for any opportunity. When I get out of college what kind of money can I earn making games? How can I figure out if I will make enough going to pay off my college costs? Did you pay off your college costs with the money you make creating games (for video game professionals)? </p>,gaming compensation computer-games game-design money,1335,2014-09-30 21:44:02.945088
12201,Are there any culinary schools,<p>Hi I'm in the 6th grade and I would like to know if there are any colleges that have culinary cooking I really like to cook and would like to do it for college </p>,resturant professional-cook,7824,2015-10-22 10:54:49.763496
8279,What would I need to major in to become a child-life specialist?,"<p>I'm a junior in high school. I've always been interested in the medical field and at this point, I think i want to work with children. </p>",medicine pediatrics children nursing,5105,2015-02-26 08:55:13.988388
8625,What courses are advised that would make my career as a sales management person successful?,"<p>Hi, I am a senior in high school and I am not sure of what I want to doin the future but I am looking into the sales management as a possibility. So, I was wondering if I chose this career what courses in college should I take.</p>",organization managers sales communication,5299,2015-03-19 14:14:20.184200
8823,What majors should I take if I want to get into the culinary arts?,"<p>I like art and music, but I also like cooking. So what majors should I take that would satisfy this?</p>",culinary-arts culinary-skills,5607,2015-03-24 16:10:41.981811
4364,"What's the difference between Social Psychology, Industrial Psychology, and Clinical Psychology?",<p>Since psychology is sooooooooo broad i want to get to know the different parts so that my mind is set towards a certain path for when the time comes that i need to pick my major in college.</p>,clinical-psychology social-psychology industrial-psychology,2938,2014-04-08 09:50:41.407943
3148,What influenced you to pursue a career in law enforcement?,<p>I am strongly considering a career in law enforcement. I am in the 11th grade. I want to know how other people were influenced to work in this field.</p>,cops law-enforcement law police officer,2406,2014-03-10 18:06:55.518615
2944,Should I major in Finance or Economics?,"<p>I am currently a junior in High School and I am very interested in working on Wall St. when I grow up, as I have been for a long time. However, with the main majors like Finance, Economics, Accounting, and Business, choosing a major has become difficult. So far, I have narrowed the choices to Finance and Econ., but I want to learn more about each so I know what I can do with the specified degree if I happen to work at my dream job as an Investment Banker or other possible occupations if that doesn't work out. Any information would be helpful. </p>",finance investment-banker economics college-major college-majors investment-banking,2387,2014-03-05 01:24:22.387307
100,How much do you get paid a year if you are a neurosurgeon?,"<p>Wage-nuerosurgeon</p>
<p>Note from admin: this student is asking about annual compensation for a neurosurgeon.</p>",health-care medicine health neurosurgeon,249,2012-01-06 14:58:28.224224
4497,Whats the difference between college life and high school life?,<p>I am currently in high school and want to go to college but unsure</p>,highschool college school,2942,2014-04-08 16:29:05.751331
